item,mean_strength,rank,table,analysis,max_r_hat,min_ess_bulk
vocab_q1,0.34882718704050164,15.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q10,1.2550885107533787,5.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q11,-0.79125665490412,25.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q12,-1.2781121478483923,29.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q13,-0.9411330377994678,26.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q14,-0.9580363351791781,27.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q15,0.3502301130024981,14.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q16,-1.2944907277228779,30.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q17,-0.14073173497985916,21.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q18,2.123646335181678,3.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q19,-0.12706466628802576,20.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q2,0.0731177316434892,19.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q20,-1.0890890713861265,28.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q21,0.33113100860716493,16.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q22,1.1115522131406659,7.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q23,-1.6873989941064595,33.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q24,0.2231404250619229,18.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q25,0.9911118073922344,9.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q26,-1.9360370011536092,34.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q27,0.5577176664409367,13.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q28,-2.202045509024002,35.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q29,0.8207482289665967,12.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q3,-2.246090827545328,36.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q30,0.2857088476473165,17.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q31,-1.4054052512706454,32.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q32,2.239029880727697,2.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q33,-0.36989826551632665,24.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q34,-0.30712097142831263,23.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q35,0.9039801365845443,10.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q4,1.2098632121159738,6.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q5,1.0924941087201392,8.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q6,-1.3657761938532156,31.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q7,-0.23237883073020804,22.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q8,2.2933817045558063,1.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q9,1.2764633726477832,4.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
vocab_q0,1.1047781646057997,9.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q1,0.2442923985011915,19.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q10,1.451132132915749,7.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q11,-1.1933688488858545,27.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q12,-1.7223044408693917,31.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q13,-0.9551153220467427,25.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q14,-1.1006747850770333,26.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q15,0.7798893933144847,14.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q16,-1.6228091143754741,30.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q17,-0.06832337799467335,22.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q18,2.3194738471731595,3.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q19,-0.04371205580604228,20.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q2,0.5144461693731855,17.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q20,-1.3081649003607978,28.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q21,0.4023154943551132,18.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q22,1.0364361908369164,10.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q23,-2.5704012566566403,34.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q24,0.5468904614752004,16.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q25,1.5472848422444543,6.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q26,-2.264366860345134,33.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q27,0.8277442890406294,13.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q28,-2.9145181159736784,35.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q29,0.6701935608920391,15.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q3,-2.9299636824862407,36.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q30,0.9023966041376454,12.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q31,-1.512323658123825,29.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q32,2.7857748249809813,1.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q33,-0.28036515864231953,23.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q34,-0.05118216842772796,21.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q35,1.0185831453048622,11.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q4,1.6780579690855262,4.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q5,1.1189584321956494,8.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q6,-1.7808366538587164,32.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q7,-0.6365515868189666,24.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q8,2.4167466110200295,2.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q9,1.5895874552966534,5.0,gilbert_meta_102,without_gpt-5.4,1.0,4674.0
vocab_q0,1.216364677073739,8.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q1,0.2277869318403204,19.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q10,1.5378758356026931,7.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q11,-1.282665408565357,27.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q12,-1.8753355820839477,30.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q13,-1.1647580916709248,26.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q14,-1.1549415595929922,25.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q15,0.8880600926332617,14.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q16,-1.9506024352878928,32.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q17,-0.03561461659252841,21.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q18,2.5431139750057,3.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q19,-0.0207721093156134,20.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q2,0.4889928294096488,18.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q20,-1.631460026910847,28.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q21,0.5132228706730718,17.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q22,1.127903918766233,11.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q23,-2.718511467325355,34.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q24,0.6299162134476377,16.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q25,1.7878164698624712,5.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q26,-2.534617673850305,33.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q27,0.9607145146877939,13.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q28,-3.036717090234601,35.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q29,0.8197818912296401,15.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q3,-3.1238937399796844,36.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q30,0.9618038336069163,12.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q31,-1.7762951918025558,29.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q32,3.096443904529052,1.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q33,-0.3649776901291848,23.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q34,-0.10697669458365365,22.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q35,1.169409703828866,10.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q4,1.85165421680569,4.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q5,1.1791324686322455,9.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q6,-1.9313941077287735,31.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q7,-0.6870355030106143,24.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q8,2.700258009397197,2.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q9,1.696316631632677,6.0,gilbert_meta_102,without_gpt-5.4-mini,1.01,4730.0
vocab_q0,0.805737745325264,13.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q1,0.5021880994509811,17.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q10,1.2415812557523407,7.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q11,-1.176658426656697,28.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q12,-1.089019082035897,27.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q13,-0.7688878750510183,25.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q14,-1.0075690477871992,26.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q15,0.6433143475252685,15.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q16,-1.3216122955410354,30.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q17,0.15594185236114977,20.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q18,1.785321232944057,3.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q19,-0.3726175963160647,23.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q2,0.31551585834688856,19.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q20,-1.3421227160197053,31.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q21,0.598040381250035,16.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q22,1.0958632998074214,8.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q23,-2.1572023498638857,33.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q24,0.49822655580525776,18.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q25,1.3619949632667356,5.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q26,-2.6141573717432074,35.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q27,0.9627323531960105,11.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q28,-2.8918435384304084,36.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q29,1.0056982347048575,9.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q3,-2.532441591846433,34.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q30,0.7775734986457139,14.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q31,-1.4551337407100875,32.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q32,2.5218945724006665,1.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q33,-0.300844906249442,22.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q34,0.08823907774758633,21.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q35,0.8814669705489752,12.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q4,1.401135490030637,4.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q5,0.9650121370655033,10.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q6,-1.27999571416358,29.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q7,-0.691042795052864,24.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q8,2.134931983376054,2.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q9,1.2587391379161228,6.0,gilbert_meta_102,without_gpt-5.6-luna,1.0,4146.0
vocab_q0,0.9938259656790384,8.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q1,-0.32512008397724934,21.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q10,1.2250036668725115,6.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q11,-1.008653413871624,27.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q12,-1.3352479192238607,32.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q13,-0.8016700176541163,25.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q14,-0.8189603329790163,26.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q15,0.700333216769716,12.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q16,-1.039630092065804,28.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q17,0.07159863492875533,19.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q18,1.7577328672665598,4.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q19,-0.35767977847906574,22.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q2,0.23777779120651524,17.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q20,-1.1765341953218182,29.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q21,0.15695255486161033,18.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q22,0.6741433569600916,13.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q23,-1.8639140454067087,34.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q24,0.5176805445115106,14.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q25,1.1249110834968983,7.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q26,-1.7271584416408543,33.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q27,0.8697429459911256,10.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q28,-2.0311658787392597,35.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q29,0.33849192195770805,16.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q3,-2.2521760586325956,36.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q30,0.9472447908950625,9.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q31,-1.184299535527555,30.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q32,2.2964028422647353,1.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q33,-0.44630266887160824,23.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q34,0.0482267295733325,20.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q35,0.796262710397431,11.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q4,1.7726207115118062,3.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q5,0.5108658367792507,15.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q6,-1.196846749106115,31.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q7,-0.6128555090494503,24.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q8,1.8009804014720252,2.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
vocab_q9,1.3374161471510373,5.0,gilbert_meta_102,without_gpt-5.6-sol,1.0,5310.0
cc_q10,0.5900681526961883,12.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q11,4.351915725051748,3.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q14,-0.5233325522858032,17.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q15,0.7415142554819049,11.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q16,-1.253601593192246,21.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q17,0.8590497687867961,10.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q18,1.9760829203873234,7.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q19,0.21135846002558378,15.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q2,-2.1718360536335575,23.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q20,6.032592542015694,1.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q21,0.39916403399171757,13.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q22,3.1999365542202205,5.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q23,-2.0019062604825115,22.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q26,-3.5773551445043674,26.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q27,0.35072904294946294,14.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q28,-4.00918846236891,27.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q29,-0.7449376077028468,18.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q3,-2.218567772641572,24.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q30,0.9746067766258232,9.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q31,-3.0845197580180326,25.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q32,-1.1892976819288763,19.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q33,-4.203370001252752,28.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q34,2.6149935229759347,6.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q4,1.8438049792711695,8.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q5,-0.3765694642276529,16.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q6,4.600289594343641,2.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q7,-5.978696930883851,29.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q8,3.83227841196438,4.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q9,-1.2452054576646168,20.0,gilbert_meta_103,provider_balanced,1.0,4308.0
cc_q10,0.8173131581872369,11.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q11,4.073026165068542,3.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q14,-0.23640102660561002,15.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q15,0.9345831850617133,10.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q16,-1.2421357987569164,20.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q17,1.1061962765670081,9.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q18,2.249569750521575,7.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q19,-0.5571877057713692,16.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q2,-1.6708419094183067,22.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q20,5.77416245382936,1.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q21,0.1819428520373838,14.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q22,3.5951529518814396,5.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q23,-1.4457191468097828,21.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q26,-2.956897191053022,25.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q27,0.39783928859885276,13.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q28,-4.405709521092572,27.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q29,-0.8052034124453814,18.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q3,-1.9150988640522582,23.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q30,0.44856992569390863,12.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q31,-3.497620273080512,26.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q32,-1.1852669136018898,19.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q33,-4.851419909028307,28.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q34,2.625911632937747,6.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q4,2.2266869077381735,8.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q5,-0.6562816462929271,17.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q6,4.635098107178173,2.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q7,-5.677821777700773,29.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q8,3.9992806177642497,4.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q9,-1.9617281773557445,24.0,gilbert_meta_103,without_gemini-3-flash-preview,1.0,4445.0
cc_q10,0.6133903772808396,12.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q11,4.4674556408580655,2.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q14,-0.09219903240844135,15.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q15,0.7892812479500207,10.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q16,-1.3049660036214126,19.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q17,0.8583332889295151,9.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q18,2.0866025101338286,7.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q19,-0.2056123269965983,16.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q2,-2.453867503052418,24.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q20,5.9641865470296755,1.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q21,-0.057679140484535915,14.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q22,3.6073603401033245,5.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q23,-1.476411997168683,21.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q26,-2.9050390337505,25.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q27,0.647654148807827,11.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q28,-4.4998803247276165,28.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q29,-0.8945693215118056,18.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q3,-1.989966521593075,23.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q30,0.2337229963053925,13.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q31,-3.1716482962677413,26.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q32,-1.4555325140788238,20.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q33,-4.477151385653289,27.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q34,3.2293532964721137,6.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q4,1.7569102817734097,8.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q5,-0.4074202693936876,17.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q6,4.414690967270169,3.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q7,-5.842449001757433,29.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q8,4.32525943475292,4.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q9,-1.7598084052010223,22.0,gilbert_meta_103,without_gemini-3.1-pro-preview,1.0,4348.0
cc_q10,0.8113529267544681,10.0,gilbert_meta_103,without_gemini-3.7-flash,1.0,4665.0
cc_q11,3.888995282025509,5.0,gilbert_meta_103,without_gemini-3.7-flash,1.0,4665.0
cc_q14,-0.26466441686249764,15.0,gilbert_meta_103,without_gemini-3.7-flash,1.0,4665.0
cc_q15,1.0525399586140134,9.0,gilbert_meta_103,without_gemini-3.7-flash,1.0,4665.0
cc_q16,-1.167291235094778,19.0,gilbert_meta_103,without_gemini-3.7-flash,1.0,4665.0
cc_q17,0.7692137978772311,11.0,gilbert_meta_103,without_gemini-3.7-flash,1.0,4665.0
